"accession" "Gene.Name" "Protein.Name" "Organism.Source" "Taxonomy" "Gene.Name.description" "Pe" "SV"
"IGHV3-72" "A0A0B4J1Y9" "IGHV3-72" "Immunoglobulin heavy variable 3-72" "Homo sapiens" "9606" "IGHV3-72" "3" "1"
"CCDC190" "Q1RMX6" "CCDC190" "Coiled-coil domain-containing protein 190" "Bos taurus" "9913" "CCDC190" "2" "1"
"ARF5" "P84085" "ARF5" "ADP-ribosylation factor 5" "Homo sapiens" "9606" "ARF5" "1" "2"
"LONP1" "Q59HJ6" "LONP1" "Lon protease homolog. mitochondrial" "Bos taurus" "9913" "LONP1" "1" "1"
"SNX9" "Q9Y5X1" "SNX9" "Sorting nexin-9" "Homo sapiens" "9606" "SNX9" "1" "1"
"P49888" "P49888" "P49888" "Sulfotransferase 1e1" "Homo sapiens" "9606" "SULT1e1" "1" "1"
"SULT2B1" "O00204" "SULT2B1" "Sulfotransferase 2B1" "Homo sapiens" "9606" "SULT2B1" "1" "2"
"AP2A1" "O95782" "AP2A1" "AP-2 complex subunit alpha-1" "Homo sapiens" "9606" "AP2A1" "1" "3"
"TNFAIP8L2" "Q3ZBK5" "TNFAIP8L2" "Tumor necrosis factor alpha-induced protein 8-like protein 2" "Bos taurus" "9913" "TNFAIP8L2" "2" "1"
"BLVRA" "P53004" "BLVRA" "Biliverdin reductase A" "Homo sapiens" "9606" "BLVRA" "1" "2"
"ATP6V1H" "Q9UI12" "ATP6V1H" "V-type proton ATPase subunit H" "Homo sapiens" "9606" "ATP6V1H" "1" "1"
"Q5e9P9" "Q5e9P9" "Q5e9P9" "Serine hydroxymethyltransferase. cytosolic" "Bos taurus" "9913" "SHMT1" "2" "3"
"MAPK13" "O15264" "MAPK13" "Mitogen-activated protein kinase 13" "Homo sapiens" "9606" "MAPK13" "1" "1"
"Q3ZBZ8" "Q3ZBZ8" "Q3ZBZ8" "Stress-induced-phosphoprotein 1" "Bos taurus" "9913" "STIP1" "2" "1"
"MCM5" "Q0V8B7" "MCM5" "DNA replication licensing factor MCM5" "Bos taurus" "9913" "MCM5" "2" "1"
"SRPRA" "Q3MHe8" "SRPRA" "Signal recognition particle receptor subunit alpha" "Bos taurus" "9913" "SRPRA" "2" "1"
"DDAH2" "O95865" "DDAH2" "N(G).N(G)-dimethylarginine dimethylaminohydrolase 2" "Homo sapiens" "9606" "DDAH2" "1" "1"
"Q13283" "Q13283" "Q13283" "Ras GTPase-activating protein-binding protein 1" "Homo sapiens" "9606" "G3BP1" "1" "1"
"Q13409" "Q13409" "Q13409" "Cytoplasmic dynein 1 intermediate chain 2" "Homo sapiens" "9606" "DYNC1I2" "1" "3"
"A1A4K3" "A1A4K3" "A1A4K3" "DNA damage-binding protein 1" "Bos taurus" "9913" "DDB1" "1" "1"
"GATC" "Q2KIF1" "GATC" "Glutamyl-tRNA(Gln) amidotransferase subunit C. mitochondrial" "Bos taurus" "9913" "GATC" "2" "1"
"CC026" "Q2T9Y1" "CC026" "Uncharacterized protein C3orf26 homolog" "Bos taurus" "9913" NA "2" "1"
"IGKV3-7" "A0A075B6H7" "IGKV3-7" "Probable non-functional immunoglobulin kappa variable 3-7" "Homo sapiens" "9606" "IGKV3-7" "1" "1"
"TMeM43" "Q9BTV4" "TMeM43" "Transmembrane protein 43" "Homo sapiens" "9606" "TMeM43" "1" "1"
"P11023" "P11023" "P11023" "Ras-related protein Rab-3A" "Bos taurus" "9913" "RAB3A" "1" "3"
"LRRC15" "Q8TF66" "LRRC15" "Leucine-rich repeat-containing protein 15" "Homo sapiens" "9606" "LRRC15" "1" "2"
"PAFAH1B2" "P68402" "PAFAH1B2" "Platelet-activating factor acetylhydrolase IB subunit alpha2" "Homo sapiens" "9606" "PAFAH1B2" "1" "1"
"ALDH1A3" "P47895" "ALDH1A3" "Retinaldehyde dehydrogenase 3" "Homo sapiens" "9606" "ALDH1A3" "1" "2"
"YeATS2" "Q9ULM3" "YeATS2" "YeATS domain-containing protein 2" "Homo sapiens" "9606" "YeATS2" "1" "2"
"PF4V1" "P10720" "PF4V1" "Platelet factor 4 variant" "Homo sapiens" "9606" "PF4V1" "1" "1"
"TYMP" "P19971" "TYMP" "Thymidine phosphorylase" "Homo sapiens" "9606" "TYMP" "1" "2"
"IL1A" "P08831" "IL1A" "Interleukin-1 alpha" "Bos taurus" "9913" "IL1A" "2" "1"
"IGHV3-66" "A0A0C4DH42" "IGHV3-66" "Immunoglobulin heavy variable 3-66" "Homo sapiens" "9606" "IGHV3-66" "3" "1"
"IGHV1-45" "A0A0A0MS14" "IGHV1-45" "Immunoglobulin heavy variable 1-45" "Homo sapiens" "9606" "IGHV1-45" "3" "1"
"eMC1" "Q8N766" "eMC1" "eR membrane protein complex subunit 1" "Homo sapiens" "9606" "eMC1" "1" "1"
"UBQLN1" "Q9UMX0" "UBQLN1" "Ubiquilin-1" "Homo sapiens" "9606" "UBQLN1" "1" "2"
"PHLPP1" "O60346" "PHLPP1" "PH domain leucine-rich repeat-containing protein phosphatase 1" "Homo sapiens" "9606" "PHLPP1" "1" "3"
"Q08043Q0III9" "Q08043Q0III9" "Q08043Q0III9" "Alpha-actinin-3" "Homo sapiens" "9606" "ACTN3" "1" "2"
"Q96DA2" "Q96DA2" "Q96DA2" "Ras-related protein Rab-39B" "Homo sapiens" "9606" "RAB39B" "1" "1"
"MAGeD4" "A6QLI5" "MAGeD4" "Melanoma-associated antigen D4" "Bos taurus" "9913" "MAGeD4" "2" "1"
"TARS1" "P26639" "TARS1" "Threonine--tRNA ligase 1. cytoplasmic" "Homo sapiens" "9606" "TARS1" "1" "3"
"ePPK1" "P58107" "ePPK1" "epiplakin" "Homo sapiens" "9606" "ePPK1" "1" "3"
"DNAJB1" "P25685" "DNAJB1" "DnaJ homolog subfamily B member 1" "Homo sapiens" "9606" "DNAJB1" "1" "4"
"Q92747" "Q92747" "Q92747" "Actin-related protein 2/3 complex subunit 1A" "Homo sapiens" "9606" "ARPC1A" "1" "2"
"BTD" "P43251" "BTD" "Biotinidase" "Homo sapiens" "9606" "BTD" "1" "2"
"SHMT2" "P34897" "SHMT2" "Serine hydroxymethyltransferase. mitochondrial" "Homo sapiens" "9606" "SHMT2" "1" "3"
"STRBP" "Q08e27" "STRBP" "Spermatid perinuclear RNA-binding protein" "Bos taurus" "9913" "STRBP" "2" "1"
"OGDH" "Q148N0" "OGDH" "2-oxoglutarate dehydrogenase complex component e1" "Bos taurus" "9913" "OGDH" "2" "1"
"FeRMT1" "Q9BQL6" "FeRMT1" "Fermitin family homolog 1" "Homo sapiens" "9606" "FeRMT1" "1" "1"
"GID8" "Q32L52" "GID8" "Glucose-induced degradation protein 8 homolog" "Bos taurus" "9913" "GID8" "2" "1"
"P53990" "P53990" "P53990" "IST1 homolog" "Homo sapiens" "9606" "IST1" "1" "1"
"MICAL3" "G3MWR8" "MICAL3" "[F-actin]-monooxygenase MICAL3" "Bos taurus" "9913" "MICAL3" "3" "1"
"TJP2" "Q9UDY2" "TJP2" "Tight junction protein ZO-2" "Homo sapiens" "9606" "TJP2" "1" "2"
"DSC3" "Q14574" "DSC3" "Desmocollin-3" "Homo sapiens" "9606" "DSC3" "1" "3"
"PLCD1" "P10895" "PLCD1" "1-phosphatidylinositol 4.5-bisphosphate phosphodiesterase delta-1" "Bos taurus" "9913" "PLCD1" "2" "2"
"RPS24" "Q56JU9" "RPS24" "Small ribosomal subunit protein eS24" "Bos taurus" "9913" "RPS24" "2" "2"
"TRIM16" "O95361" "TRIM16" "Tripartite motif-containing protein 16" "Homo sapiens" "9606" "TRIM16" "1" "3"
"eVPL" "Q92817" "eVPL" "envoplakin" "Homo sapiens" "9606" "eVPL" "1" "3"
"DAW1" "Q0P593" "DAW1" "Dynein assembly factor with WD repeat domains 1" "Bos taurus" "9913" "DAW1" "2" "1"
"HADHA" "P40939" "HADHA" "Trifunctional enzyme subunit alpha. mitochondrial" "Homo sapiens" "9606" "HADHA" "1" "2"
"P60228" "P60228" "P60228" "eukaryotic translation initiation factor 3 subunit e" "Homo sapiens" "9606" "eIF3e" "1" "1"
"GSTO1" "P78417" "GSTO1" "Glutathione S-transferase omega-1" "Homo sapiens" "9606" "GSTO1" "1" "2"
"Q3T0N5" "Q3T0N5" "Q3T0N5" "Mitogen-activated protein kinase 13" "Bos taurus" "9913" "MAPK13" "2" "1"
"CNBP" "Q3T0Q6" "CNBP" "CCHC-type zinc finger nucleic acid binding protein" "Bos taurus" "9913" "CNBP" "2" "1"
"USP42" "e1B9W9" "USP42" "Ubiquitin carboxyl-terminal hydrolase 42" "Bos taurus" "9913" "USP42" "3" "1"
"HNRNPAB" "Q99729" "HNRNPAB" "Heterogeneous nuclear ribonucleoprotein A/B" "Homo sapiens" "9606" "HNRNPAB" "1" "2"
"Q2KI42" "Q2KI42" "Q2KI42" "26S proteasome non-ATPase regulatory subunit 11" "Bos taurus" "9913" "PSMD11" "2" "3"
"SeL1L" "Q9UBV2" "SeL1L" "Protein sel-1 homolog 1" "Homo sapiens" "9606" "SeL1L" "1" "3"
"KARS1" "Q15046" "KARS1" "Lysine--tRNA ligase" "Homo sapiens" "9606" "KARS1" "1" "3"
"CST6" "Q15828" "CST6" "Cystatin-M" "Homo sapiens" "9606" "CST6" "1" "1"
"ADK" "P55263" "ADK" "Adenosine kinase" "Homo sapiens" "9606" "ADK" "1" "2"
"RIGI" "O95786" "RIGI" "Antiviral innate immune response receptor RIG-I" "Homo sapiens" "9606" "RIGI" "1" "2"
"F3" "P13726" "F3" "Tissue factor" "Homo sapiens" "9606" "F3" "1" "1"
"HNRNPUL1" "Q9BUJ2" "HNRNPUL1" "Heterogeneous nuclear ribonucleoprotein U-like protein 1" "Homo sapiens" "9606" "HNRNPUL1" "1" "2"
"FAM25C" "B3eWG5" "FAM25C" "Protein FAM25C" "Homo sapiens" "9606" "FAM25C" "1" "1"
"IGHV3-64D" "A0A0J9YX35" "IGHV3-64D" "Immunoglobulin heavy variable 3-64D" "Homo sapiens" "9606" "IGHV3-64D" "3" "1"
"MAP2K3" "P46734" "MAP2K3" "Dual specificity mitogen-activated protein kinase kinase 3" "Homo sapiens" "9606" "MAP2K3" "1" "2"
"IGHV3-48" "P01763" "IGHV3-48" "Immunoglobulin heavy variable 3-48" "Homo sapiens" "9606" "IGHV3-48" "1" "2"
"IMMT" "Q16891" "IMMT" "MICOS complex subunit MIC60" "Homo sapiens" "9606" "IMMT" "1" "1"
"eVPLL" "A8MZ36" "eVPLL" "envoplakin-like protein" "Homo sapiens" "9606" "eVPLL" "2" "1"
"KRTAP1-3" "Q8IUG1" "KRTAP1-3" "Keratin-associated protein 1-3" "Homo sapiens" "9606" "KRTAP1-3" "1" "2"
"IGKV1-16" "P04430" "IGKV1-16" "Immunoglobulin kappa variable 1-16" "Homo sapiens" "9606" "IGKV1-16" "1" "2"
"LCN2" "P80188" "LCN2" "Neutrophil gelatinase-associated lipocalin" "Homo sapiens" "9606" "LCN2" "1" "2"
"PARP4" "Reverse_sp|Q9UKK3|PARP4_HUMAN" "PARP4" "Protein mono-ADP-ribosyltransferase PARP4" "Homo sapiens" "9606" "PARP4" "1" "3"
"Q2HJG2" "Q2HJG2" "Q2HJG2" "Poly(U)-binding-splicing factor PUF60" "Bos taurus" "9913" "PUF60" "2" "1"
"IGHV3-38-3" "P0DTe1" "IGHV3-38-3" "Probable non-functional immunoglobulin heavy variable 3-38-3" "Homo sapiens" "9606" "IGHV3-38-3" "1" "1"
"B3GNT5" "Reverse_sp|Q9BYG0|B3GN5_HUMAN" "B3GNT5" "Lactosylceramide 1.3-N-acetyl-beta-D-glucosaminyltransferase" "Homo sapiens" "9606" "B3GNT5" "1" "1"
"CKMT1" "Q9TTK8" "CKMT1" "Creatine kinase U-type. mitochondrial" "Bos taurus" "9913" "CKMT1" "1" "1"
"RTN4" "Q9NQC3" "RTN4" "Reticulon-4" "Homo sapiens" "9606" "RTN4" "1" "2"
"MIA3" "Q0VC16" "MIA3" "Transport and Golgi organization protein 1 homolog" "Bos taurus" "9913" "MIA3" "2" "2"
"P07237" "P07237" "P07237" "Protein disulfide-isomerase" "Homo sapiens" "9606" "P4HB" "1" "3"
"TTC39B" "Q5VTQ0" "TTC39B" "Tetratricopeptide repeat protein 39B" "Homo sapiens" "9606" "TTC39B" "1" "4"
"P06753" "P06753" "P06753" "Tropomyosin alpha-3 chain" "Homo sapiens" "9606" "TPM3" "1" "2"
"AMOTL2" "F1MRK3" "AMOTL2" "Angiomotin-like protein 2" "Bos taurus" "9913" "AMOTL2" "2" "3"
"ZNF185" "O15231" "ZNF185" "Zinc finger protein 185" "Homo sapiens" "9606" "ZNF185" "1" "3"
"P51858" "P51858" "P51858" "Hepatoma-derived growth factor" "Homo sapiens" "9606" "HDGF" "1" "1"
"MAGeD2" "Q9UNF1" "MAGeD2" "Melanoma-associated antigen D2" "Homo sapiens" "9606" "MAGeD2" "1" "2"
"PPP4R1" "Q8TF05" "PPP4R1" "Serine/threonine-protein phosphatase 4 regulatory subunit 1" "Homo sapiens" "9606" "PPP4R1" "1" "1"
"NBAS" "A2RRP1" "NBAS" "NBAS subunit of NRZ tethering complex" "Homo sapiens" "9606" "NBAS" "1" "2"
"CYP2D14" "Q01361" "CYP2D14" "Cytochrome P450 2D14" "Bos taurus" "9913" "CYP2D14" "2" "2"
"HNRNPC" "P07910" "HNRNPC" "Heterogeneous nuclear ribonucleoproteins C1/C2" "Homo sapiens" "9606" "HNRNPC" "1" "4"
"P13804" "P13804" "P13804" "electron transfer flavoprotein subunit alpha. mitochondrial" "Homo sapiens" "9606" "eTFA" "1" "1"
"NMe1-2" "P52175" "NMe1-2" "Nucleoside diphosphate kinase A 2" "Bos taurus" "9913" "NMe1-2" "1" "3"
"AFF3" "P51826" "AFF3" "AF4/FMR2 family member 3" "Homo sapiens" "9606" "AFF3" "1" "3"
"Q04467" "Q04467" "Q04467" "Isocitrate dehydrogenase [NADP]. mitochondrial" "Bos taurus" "9913" "IDH2" "1" "2"
"ATP12A" "P54707" "ATP12A" "Potassium-transporting ATPase alpha chain 2" "Homo sapiens" "9606" "ATP12A" "1" "3"
"P00352" "P00352" "P00352" "Aldehyde dehydrogenase 1A1" "Homo sapiens" "9606" "ALDH1A1" "1" "2"
"CD177" "Q8N6Q3" "CD177" "CD177 antigen" "Homo sapiens" "9606" "CD177" "1" "2"
"HNRNPD" "Q14103" "HNRNPD" "Heterogeneous nuclear ribonucleoprotein D0" "Homo sapiens" "9606" "HNRNPD" "1" "1"
"COPA" "Q27954" "COPA" "Coatomer subunit alpha" "Bos taurus" "9913" "COPA" "1" "1"
"XCL2" "Q9UBD3" "XCL2" "Cytokine SCM-1 beta" "Homo sapiens" "9606" "XCL2" "1" "1"
"NANS" "Q9NR45" "NANS" "Sialic acid synthase" "Homo sapiens" "9606" "NANS" "1" "2"
"Q5eA36" "Q5eA36" "Q5eA36" "RNA-binding protein 14" "Bos taurus" "9913" "RBM14" "2" "1"
"Q06323" "Q06323" "Q06323" "Proteasome activator complex subunit 1" "Homo sapiens" "9606" "PSMe1" "1" "1"
"MYD88" "Q599T9" "MYD88" "Myeloid differentiation primary response protein MyD88" "Bos taurus" "9913" "MYD88" "2" "1"
"ARFGeF2" "Q9Y6D5" "ARFGeF2" "Brefeldin A-inhibited guanine nucleotide-exchange protein 2" "Homo sapiens" "9606" "ARFGeF2" "1" "3"
"KBTBD7" "Q8WVZ9" "KBTBD7" "Kelch repeat and BTB domain-containing protein 7" "Homo sapiens" "9606" "KBTBD7" "1" "1"
"CPNe9" "Q8IYJ1" "CPNe9" "Copine-9" "Homo sapiens" "9606" "CPNe9" "1" "3"
"P31081" "P31081" "P31081" "60 kDa heat shock protein. mitochondrial" "Bos taurus" "9913" "HSPD1" "1" "2"
"P08240" "P08240" "P08240" "Signal recognition particle receptor subunit alpha" "Homo sapiens" "9606" "SRPRA" "1" "2"
"DRG1" "Q3MHP5" "DRG1" "Developmentally-regulated GTP-binding protein 1" "Bos taurus" "9913" "DRG1" "2" "1"
"IGHV1-69D" "A0A0B4J2H0" "IGHV1-69D" "Immunoglobulin heavy variable 1-69D" "Homo sapiens" "9606" "IGHV1-69D" "1" "1"
"ACP7" "Q6ZNF0" "ACP7" "Acid phosphatase type 7" "Homo sapiens" "9606" "ACP7" "2" "2"
"PPP1CA" "Q3T0e7" "PPP1CA" "Serine/threonine-protein phosphatase PP1-alpha catalytic subunit" "Bos taurus" "9913" "PPP1CA" "2" "1"
"TUT7" "Q5VYS8" "TUT7" "Terminal uridylyltransferase 7" "Homo sapiens" "9606" "TUT7" "1" "1"
"PRDX3" "P30048" "PRDX3" "Thioredoxin-dependent peroxide reductase. mitochondrial" "Homo sapiens" "9606" "PRDX3" "1" "3"
"ACAA1" "P09110" "ACAA1" "3-ketoacyl-CoA thiolase. peroxisomal" "Homo sapiens" "9606" "ACAA1" "1" "2"
"Q2HJ60" "Q2HJ60" "Q2HJ60" "Heterogeneous nuclear ribonucleoproteins A2/B1" "Bos taurus" "9913" "HNRNPA2B1" "2" "1"
"PCBP2" "Q15366" "PCBP2" "Poly(rC)-binding protein 2" "Homo sapiens" "9606" "PCBP2" "1" "1"
"ARHGAP1" "Q07960" "ARHGAP1" "Rho GTPase-activating protein 1" "Homo sapiens" "9606" "ARHGAP1" "1" "1"
"P46196" "P46196" "P46196" "Mitogen-activated protein kinase 1" "Bos taurus" "9913" "MAPK1" "2" "3"
"STOM" "P27105" "STOM" "Stomatin" "Homo sapiens" "9606" "STOM" "1" "3"
"CFAP58" "Q5T655" "CFAP58" "Cilia- and flagella-associated protein 58" "Homo sapiens" "9606" "CFAP58" "1" "1"
"CRYBG1" "Q9Y4K1" "CRYBG1" "Beta/gamma crystallin domain-containing protein 1" "Homo sapiens" "9606" "CRYBG1" "1" "3"
"USP36" "Q9P275" "USP36" "Ubiquitin carboxyl-terminal hydrolase 36" "Homo sapiens" "9606" "USP36" "1" "4"
"IGLV3-25" "P01717" "IGLV3-25" "Immunoglobulin lambda variable 3-25" "Homo sapiens" "9606" "IGLV3-25" "1" "2"
"DCTN1" "Q14203" "DCTN1" "Dynactin subunit 1" "Homo sapiens" "9606" "DCTN1" "1" "3"
"PTeR" "A6QLJ8" "PTeR" "Phosphotriesterase-related protein" "Bos taurus" "9913" "PTeR" "2" "1"
"NOMO1" "Q15155" "NOMO1" "BOS complex subunit NOMO1" "Homo sapiens" "9606" "NOMO1" "1" "5"
"SePTIN5" "Q0VC68" "SePTIN5" "Septin-5" "Bos taurus" "9913" "SePTIN5" "2" "1"
"PTPDC1" "Reverse_sp|A7e379|PTPC1_BOVIN" "PTPDC1" "Protein tyrosine phosphatase domain-containing protein 1" "Bos taurus" "9913" "PTPDC1" "2" "2"
"SDR9C7" "Q8NeX9" "SDR9C7" "Short-chain dehydrogenase/reductase family 9C member 7" "Homo sapiens" "9606" "SDR9C7" "1" "1"
"FADS2" "A4FV48" "FADS2" "Acyl-CoA 6-desaturase" "Bos taurus" "9913" "FADS2" "2" "1"
"NLRP10" "Q86W26" "NLRP10" "NACHT. LRR and PYD domains-containing protein 10" "Homo sapiens" "9606" "NLRP10" "1" "1"
"TNR" "Q92752" "TNR" "Tenascin-R" "Homo sapiens" "9606" "TNR" "1" "3"
"PVALeF" "Reverse_sp|A0A1B0GWK0|PVLeF_HUMAN" "PVALeF" "Parvalbumin-like eF-hand-containing protein" "Homo sapiens" "9606" "PVALeF" "3" "1"
"P63173" "P63173" "P63173" "Large ribosomal subunit protein eL38" "Homo sapiens" "9606" "RPL38" "1" "2"
"PHKA2" "P46019" "PHKA2" "Phosphorylase b kinase regulatory subunit alpha. liver isoform" "Homo sapiens" "9606" "PHKA2" "1" "1"
"DNAJB12" "Q58DR2" "DNAJB12" "DnaJ homolog subfamily B member 12" "Bos taurus" "9913" "DNAJB12" "2" "1"
"SBSN" "A6QQF6" "SBSN" "Suprabasin" "Bos taurus" "9913" "SBSN" "2" "1"
"RABL6" "Reverse_sp|Q08DA0|RABL6_BOVIN" "RABL6" "Rab-like protein 6" "Bos taurus" "9913" "RABL6" "2" "1"
"eXOSC8" "Q2KHU3" "eXOSC8" "exosome complex component RRP43" "Bos taurus" "9913" "eXOSC8" "2" "1"
"WNT2B" "Reverse_sp|Q93097|WNT2B_HUMAN" "WNT2B" "Protein Wnt-2b" "Homo sapiens" "9606" "WNT2B" "1" "2"
"P30085" "P30085" "P30085" "UMP-CMP kinase" "Homo sapiens" "9606" "CMPK1" "1" "3"
"ePN3" "Q9H201" "ePN3" "epsin-3" "Homo sapiens" "9606" "ePN3" "2" "1"
"MMP28" "Reverse_sp|Q9H239|MMP28_HUMAN" "MMP28" "Matrix metalloproteinase-28" "Homo sapiens" "9606" "MMP28" "1" "2"
"IKBIP" "Reverse_sp|A2Ve53|IKIP_BOVIN" "IKBIP" "Inhibitor of nuclear factor kappa-B kinase-interacting protein" "Bos taurus" "9913" "IKBIP" "2" "1"
"Q15631" "Q15631" "Q15631" "Translin" "Homo sapiens" "9606" "TSN" "1" "1"
"MAP2K1" "Q02750" "MAP2K1" "Dual specificity mitogen-activated protein kinase kinase 1" "Homo sapiens" "9606" "MAP2K1" "1" "2"
"SPAG9" "O60271" "SPAG9" "C-Jun-amino-terminal kinase-interacting protein 4" "Homo sapiens" "9606" "SPAG9" "1" "4"
"MFSD5" "Q0VC03" "MFSD5" "Molybdate-anion transporter" "Bos taurus" "9913" "MFSD5" "2" "1"
"Q8IZ83" "Q8IZ83" "Q8IZ83" "Aldehyde dehydrogenase family 16 member A1" "Homo sapiens" "9606" "ALDH16A1" "1" "2"
"TAF11L11" "A0A1W2PQ09" "TAF11L11" "TATA-box-binding protein-associated factor 11-like protein 11" "Homo sapiens" "9606" "TAF11L11" "2" "1"
"GP1BB" "P13224" "GP1BB" "Platelet glycoprotein Ib beta chain" "Homo sapiens" "9606" "GP1BB" "1" "1"
"LMNB2" "Q03252" "LMNB2" "Lamin-B2" "Homo sapiens" "9606" "LMNB2" "1" "4"
"O43809" "O43809" "O43809" "Cleavage and polyadenylation specificity factor subunit 5" "Homo sapiens" "9606" "NUDT21" "1" "1"
"MT-CO2" "P00403" "MT-CO2" "Cytochrome c oxidase subunit 2" "Homo sapiens" "9606" "MT-CO2" "1" "1"
"NIBAN2" "Q96TA1" "NIBAN2" "Protein Niban 2" "Homo sapiens" "9606" "NIBAN2" "1" "3"
"KPNA3" "O00505" "KPNA3" "Importin subunit alpha-4" "Homo sapiens" "9606" "KPNA3" "1" "2"
"PCBP4" "Q0VCU0" "PCBP4" "Poly(rC)-binding protein 4" "Bos taurus" "9913" "PCBP4" "2" "1"
"P06276" "P06276" "P06276" "Cholinesterase" "Homo sapiens" "9606" "BCHe" "1" "1"
"GRB14" "Reverse_sp|Q5ICW4|GRB14_BOVIN" "GRB14" "Growth factor receptor-bound protein 14" "Bos taurus" "9913" "GRB14" "1" "1"
"eIF3A" "Q14152" "eIF3A" "eukaryotic translation initiation factor 3 subunit A" "Homo sapiens" "9606" "eIF3A" "1" "1"
"ZDHHC6" "Q2HJ95" "ZDHHC6" "Palmitoyltransferase ZDHHC6" "Bos taurus" "9913" "ZDHHC6" "2" "1"
"DNAJA1" "P31689" "DNAJA1" "DnaJ homolog subfamily A member 1" "Homo sapiens" "9606" "DNAJA1" "1" "2"
"FILIP1L" "Q4L180" "FILIP1L" "Filamin A-interacting protein 1-like" "Homo sapiens" "9606" "FILIP1L" "1" "2"
"SAT2" "Q7PCJ8" "SAT2" "Thialysine N-epsilon-acetyltransferase" "Bos taurus" "9913" "SAT2" "2" "1"
"eIF4G3" "O43432" "eIF4G3" "eukaryotic translation initiation factor 4 gamma 3" "Homo sapiens" "9606" "eIF4G3" "1" "2"
"PRDM16" "Reverse_sp|Q9HAZ2|PRD16_HUMAN" "PRDM16" "Histone-lysine N-methyltransferase PRDM16" "Homo sapiens" "9606" "PRDM16" "1" "3"
"CTAGe15" "A4D2H0" "CTAGe15" "cTAGe family member 15" "Homo sapiens" "9606" "CTAGe15" "2" "1"
"C1RL" "Q9NZP8" "C1RL" "Complement C1r subcomponent-like protein" "Homo sapiens" "9606" "C1RL" "1" "2"
"CPNe3" "O75131" "CPNe3" "Copine-3" "Homo sapiens" "9606" "CPNe3" "1" "1"
"PSPC1" "Q8WXF1" "PSPC1" "Paraspeckle component 1" "Homo sapiens" "9606" "PSPC1" "1" "1"
"CSDe1" "O75534" "CSDe1" "Cold shock domain-containing protein e1" "Homo sapiens" "9606" "CSDe1" "1" "2"
"XRCC5" "P13010" "XRCC5" "X-ray repair cross-complementing protein 5" "Homo sapiens" "9606" "XRCC5" "1" "3"
"TMeM131L" "Q08DV9" "TMeM131L" "Transmembrane protein 131-like" "Bos taurus" "9913" "TMeM131L" "2" "2"
"RBM3" "P98179" "RBM3" "RNA-binding protein 3" "Homo sapiens" "9606" "RBM3" "1" "1"
"HNRNPH3" "P31942" "HNRNPH3" "Heterogeneous nuclear ribonucleoprotein H3" "Homo sapiens" "9606" "HNRNPH3" "1" "2"
"P42229" "P42229" "P42229" "Signal transducer and activator of transcription 5A" "Homo sapiens" "9606" "STAT5A" "1" "1"
"P47756" "P47756" "P47756" "F-actin-capping protein subunit beta" "Homo sapiens" "9606" "CAPZB" "1" "5"
"P53619" "P53619" "P53619" "Coatomer subunit delta" "Bos taurus" "9913" "ARCN1" "1" "1"
"P12624" "P12624" "P12624" "Myristoylated alanine-rich C-kinase substrate" "Bos taurus" "9913" "MARCKS" "1" "6"
"PRKRA" "Q2HJ92" "PRKRA" "Interferon-inducible double-stranded RNA-dependent protein kinase activator A" "Bos taurus" "9913" "PRKRA" "2" "1"
"Q27966" "Q27966" "Q27966" "Unconventional myosin-Ic" "Bos taurus" "9913" "MYO1C" "1" "3"
"PLA2G4D" "Q86XP0" "PLA2G4D" "Cytosolic phospholipase A2 delta" "Homo sapiens" "9606" "PLA2G4D" "1" "2"
"PAFAH1B3" "Q29460" "PAFAH1B3" "Platelet-activating factor acetylhydrolase IB subunit alpha1" "Bos taurus" "9913" "PAFAH1B3" "1" "1"
"IVL" "P07476" "IVL" "Involucrin" "Homo sapiens" "9606" "IVL" "1" "2"
"IGLV3-21" "P80748" "IGLV3-21" "Immunoglobulin lambda variable 3-21" "Homo sapiens" "9606" "IGLV3-21" "1" "2"
"P63171" "P63171" "P63171" "Dynein light chain Tctex-type 1" "Bos taurus" "9913" "DYNLT1" "1" "1"
"AHNAK2" "Q8IVF2" "AHNAK2" "Protein AHNAK2" "Homo sapiens" "9606" "AHNAK2" "1" "2"
"IGKV1D-8" "A0A087WSZ0" "IGKV1D-8" "Immunoglobulin kappa variable 1D-8" "Homo sapiens" "9606" "IGKV1D-8" "3" "6"
"RRAGB" "Q5VZM2" "RRAGB" "Ras-related GTP-binding protein B" "Homo sapiens" "9606" "RRAGB" "1" "1"
"AOC2" "O75106" "AOC2" "Retina-specific copper amine oxidase" "Homo sapiens" "9606" "AOC2" "1" "2"
"IFI27L2" "Q24JY7" "IFI27L2" "Interferon alpha-inducible protein 27-like protein 2" "Bos taurus" "9913" "IFI27L2" "2" "1"
"NXF1" "Q1RMS5" "NXF1" "Nuclear RNA export factor 1" "Bos taurus" "9913" "NXF1" "2" "1"
"HSD17B10" "Q99714" "HSD17B10" "3-hydroxyacyl-CoA dehydrogenase type-2" "Homo sapiens" "9606" "HSD17B10" "1" "3"
"MOXD1" "Q6UVY6" "MOXD1" "DBH-like monooxygenase protein 1" "Homo sapiens" "9606" "MOXD1" "1" "1"
"PICALM" "Q13492" "PICALM" "Phosphatidylinositol-binding clathrin assembly protein" "Homo sapiens" "9606" "PICALM" "1" "2"
"FBL" "P22087" "FBL" "rRNA 2'-O-methyltransferase fibrillarin" "Homo sapiens" "9606" "FBL" "1" "2"
